"symbol","timestamp","content","Positive","Negative","Neutral"
"ROST","2021-07-01 21:08:38+00:00","Tomrrow’s #watchlist for #NYSE, #NASDAQ between $100 and $150: $AAPL $ACWI $ALL $BBY $DRI $EW $FAS $IJJ $LEN $LMND $LYB $MMC $PAYX $ROST $SBUX $SPXL $TEL $UPRO $VT $VTV $XBI $XLI $XLK $XLV",0.14873425662517548,0.02373928762972355,0.8275263905525208
"ROST","2021-07-08 18:55:35+00:00","Paul Torres-Cohen $ROST",0.04429914057254791,0.030292809009552002,0.9254080057144165
"ROST","2021-07-10 20:32:42+00:00","$ROST We need bullish sentiment on board!📈",0.22261476516723633,0.025233274325728416,0.7521519660949707
"ROST","2021-07-12 17:31:50+00:00","Taking a few $ROST 123p for this week at 1.00. Chart looks like it breaking down.",0.009903252124786377,0.9487450122833252,0.041351646184921265
"ROST","2021-07-13 04:17:05+00:00","From the Inside Day Scan Results, names of interest are:: $BABA $BHP $BIDU $CHKP $COIN $CRNC $DKNG $DOCS $EQIX $EXPE $FLS $EXPE $HYRE $IGT $JBL $JOAN $LOW $LLY $NIO $ROST $SCCO $SKX $SNOW $TJX $TMUS $TRGP $WOW @AOTtrades",0.045365430414676666,0.03310548886656761,0.9215290546417236
"ROST","2021-07-14 20:36:49+00:00","Ross Stores' Executive Vice President and Chief Financial Officer resigns effective immediately  $ROST",0.012952880933880806,0.801308274269104,0.18573886156082153
"ROST","2021-07-14 21:01:26+00:00","$ROST Ross Stores Announces Departure Of CFO Travis Marquette",0.015736838802695274,0.7269737124443054,0.2572893798351288
"ROST","2021-07-15 04:55:45+00:00","FalconTrades🎯 alerted: $ROST - Crossed 50 Day Moving Average on 07/14/21. Closing Price: $124.89.🚀 #StocksToBuy",0.03338651359081268,0.05629970133304596,0.9103137850761414
"ROST","2021-07-16 12:33:45+00:00","$BURL $ROST Burlington Stores announces that Travis Marquette has been appointed as the company's new President and COO; He most recently served as the Executive VP and CFO of Ross Stores",0.0748070776462555,0.017282195389270782,0.9079107046127319
"ROST","2021-07-19 19:13:01+00:00","$WISH is not in the same category as $TJX $ROST. why? 1)shipping charges 2)return shipping costs 3)re-stocking charges",0.02141944319009781,0.03861544653773308,0.9399651288986206
"ROST","2021-07-26 18:10:07+00:00","Bear Forecasts July 26, 2021 11:05:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $NOVA : -3.38 $NCTY : 15.15 $CPNG : -3.79 $TER : -0.40 $ROST : -0.24 $CROX : -0.91 $XM : 5.16 $CAN : 4.93 $AFRM : 1.68 $VMW : -0.75",0.03287167847156525,0.06453405320644379,0.902594268321991
"ROST","2021-07-26 18:16:01+00:00","Bear Forecasts July 26, 2021 11:11:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $BIGC : -2.71 $CPNG : -3.52 $TGT : 0.00 $NOVA : -3.35 $TER : -0.36 $ROST : -0.25 $CROX : -0.92 $XM : 4.94 $CAN : 4.78 $ADS : -1.47",0.03289417177438736,0.06120673194527626,0.9058990478515625
"ROST","2021-07-26 18:21:59+00:00","Bear Forecasts July 26, 2021 11:17:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $TGT : 0.01 $CPNG : -3.07 $NOVA : -3.58 $TER : -0.36 $ROST : -0.20 $CAN : 3.40 $CROX : -0.91 $XM : 4.76 $OMF : -2.95 $CZR : -0.87",0.03372058644890785,0.06734098494052887,0.8989383578300476
"ROST","2021-07-31 06:00:45+00:00","FalconTrades🎯 alerted: $ROST - Crossed 20 Day Moving Average on 07/30/21. Closing Price: $122.69.🚀 #StocksToBuy",0.03325334191322327,0.059751205146312714,0.9069954752922058
"ROST","2021-08-01 12:49:27+00:00","Tomrrow’s #watchlist for #NYSE, #NASDAQ between $100 and $150: $ABNB $AMAT $AN $CDNS $CHKP $CINF $CNI $CTLT $DGX $EMR $EW $FISV $HRC $INFO $MCHP $MDT $NUE $PAYX $PG $PVH $RL $ROST $RSG $TEL $TRU $WM $XLNX $XLV $YUM",0.13060469925403595,0.025008954107761383,0.8443863987922668
"ROST","2021-08-06 12:05:16+00:00","Paul Torres-Cohen $ROST",0.04429914057254791,0.030292809009552002,0.9254080057144165
"ROST","2021-08-06 14:00:04+00:00","Unusually heavy option volume on today's open include $ROST, $WY, $UNP, $LNC, and $CTVA.",0.04312897473573685,0.11704491823911667,0.8398261070251465
"ROST","2021-08-06 14:51:39+00:00","Increasing unusual call option volume: $KDMN $IWN $ETON $ROST $SD $BTBT Increasing unusual put option volume: $WY $BTBT $AUPH $SFM $UNP $CGC",0.8676064014434814,0.05532781407237053,0.07706571370363235
"ROST","2021-08-06 19:51:17+00:00","#BULLISH #SwingTrading Watchlist going into next week is here. Charts will be posted before Market opens Monday Watchlist will be pinned throughout the week $ROST $SEAS $LYV $SWAV $JPM $BA $GS $RIOT $MARA $ATVI Have a good weekend everyone !!!",0.06089433282613754,0.03138889744877815,0.9077167510986328
"ROST","2021-08-06 20:26:45+00:00","Biggest Gains in the $SPY : $CTVA +8.01% $DXC +6.12% $BLL +5.52% Biggest Gains in the $QQQ : $MNST +13.76% $ATVI +2.63% $ROST +2.01%",0.8574737310409546,0.03472631424665451,0.10779998451471329
"ROST","2021-08-07 16:39:30+00:00","👇𝔻𝕀𝕊ℂ𝕆ℝ𝔻 𝕀ℕ 𝔹𝕀𝕆👇 👇𝔻𝕀𝕊ℂ𝕆ℝ𝔻 𝕀ℕ 𝔹𝕀𝕆👇 $INTU $TOL $CPRI $JWN $TH $HPQ $ULTA $VEEV $WSM $WDAY $BURL $DELL $SOL $SAFM $A $PLAB $VSAT $TD $PSTG $AFYA $SKY $AMAT $DE $FL $PANW $PLUS $DECK $ROST $MAXN $VFC $BAH $BKE $SVM $DSX $ROLL $FLO $AINV $ENS $HWKN $REDU",0.483214795589447,0.040677666664123535,0.47610753774642944
"ROST","2021-08-08 13:22:07+00:00","Tomrrow’s #watchlist for #NYSE, #NASDAQ between $100 and $150: $CRSP $DFS $EMR $EW $GE $IBM $IJR $INFO $PRU $ROST $SPG $SPXL $UPRO $VTV $YUM",0.10519108176231384,0.02822725661098957,0.8665816187858582
"ROST","2021-08-09 13:32:51+00:00","Unusual call buying: $GRPN 19x average volume, $MNST 12x, $AEP 12x, $ROST 11x, $EXPE 10x, $EQT 9x, $NVAX 6x, $CVNA 5x",0.03291890025138855,0.022753391414880753,0.9443276524543762
"ROST","2021-08-09 14:22:59+00:00","$ROST $110.00 Sep 17 2021 PUT ⬇️🌊 Underlying: $121.41 % Difference: 10.37% Daily $ Volume: $159,562 Volume: 925 OI: 140 IV: 34.28% Bid/Ask: $1.25/$2.20",0.029207533225417137,0.031182970851659775,0.9396094679832458
"ROST","2021-08-10 20:04:17+00:00","Biggest Gains in the $SPY : $NUE +9.58% $KSU +7.47% $SYY +6.52% Biggest Gains in the $QQQ : $MELI +6.99% $ROST +3.52% $DLTR +3.13%",0.8304638862609863,0.031947389245033264,0.137588769197464
"ROST","2021-08-10 20:51:29+00:00","Retailers rally as some investors bet consumers will keep spending despite COVID rebound. Tues.: Abercrombie $ANF +7.4% BedBath $BBBY +5.6 Burlington $BURL +5.5 Dillard’s $DDS +4.4 Gap $GPS +4.4 Ross $ROST +3.5 Nordstrom $JWN +2.8 Macy’s $M +2.6 Kohl’s $KSS +2.3 S&amp;P 500 +0.1",0.23654869198799133,0.37757620215415955,0.3858751356601715
"ROST","2021-08-11 00:57:21+00:00","🚀💹💰 Big Cap Stocks for Short Term Trading 🚀💹💰 BUY List - $GSHD $IIPR $MLM $ROG $ROST $XLB  WATCH List - $ENV $SXI   #stock #trading #stockmarket #options",0.026647742837667465,0.03372882306575775,0.9396233558654785
"ROST","2021-08-11 13:16:58+00:00","Bringing The Trading Menu back for all the Day Traders: All these Tickers can see action Today.  💰 $ANF 💰 $EXPR 💰 $FB 💰 $HCA 💰 $MSFT 💰 $PFE 💰 $PRIM 💰 $ROST *Not Financial advice  #DayTrading #StockMarket #DayTrader #StarshipsAndRockets",0.055402278900146484,0.03106309100985527,0.9135345816612244
"ROST","2021-08-12 16:42:46+00:00","$NVDA: Wells Fargo Raises Price Target To $245 From $219 $ROOT: Evercore ISI cuts target price to $7 from $14 $ROST: Jefferies raises target price to $131 from $129 $SONO: Jefferies raises target price to $43 from $40",0.8805516362190247,0.04618074372410774,0.07326759397983551
"ROST","2021-08-13 15:37:23+00:00","Early look at the largest stocks that report earnings next week Nvidia $NVDA Walmart $WMT Home Depot $HD Cisco $CSCO Target $TGT Deere $DE Estee Lauder $EL Applied Materials $AMAT $TJX Analog $ADI Roblox $RBLX Agilent $A Synopsys $SNPS Ross $ROST Robinhood $HOOD Bilibili $BILI",0.07323397696018219,0.03184924274682999,0.8949167728424072
"ROST","2021-08-13 18:29:14+00:00","It's almost the middle of August. But not entirely a sleepy late summer doldrums for the market. Earnings next week from $OTLY $TME $RBLX $WMT $HD $A $LOW $TGT $TJX $ADI $EAT $WB $PLCE $CSCO $NVDA $BBWI $HOOD $M $KSS $EL $BJ $AMAT $ROST $DE $FL and several more.",0.05400653928518295,0.11168356984853745,0.8343098759651184
"ROST","2021-08-15 11:15:03+00:00","Some implied moves for #earnings next week(1of2): $NVDA 5.6% $RBLX 11.8% $CSCO 3.9% $AMAT 5.3% $TME 8.9% $SE 7.9% $WMT 3.5% $HD 3.4% $TGT 5.2% $LOW 4.7% $TJX 3.9% $M 10.2% $KSS 8.9% $EL 5.1% $BJ 6.3% $ROST 4.3% $FTCH 12.8% $DE 7.7% $BILI 11.1% $BZUN 11.3% $RAIL 15.4%",0.039207179099321365,0.07341369986534119,0.8873791694641113
"ROST","2021-08-15 13:37:46+00:00","Morning guys!  BIG Earnings week! Will be posting Top Trade ideas this afternoon! 💥 $RBLX $WMT $HD  $TGT $LOW $TJX $PLCE $BBWI $TGT $HOOD $CSCO $NVDA $M $KSS $ROST $EL $BJ $TPR $WOOF $FL $DE  $PLTR $TSLA $AMZN",0.6571463942527771,0.03478105738759041,0.308072566986084
"ROST","2021-08-15 14:40:00+00:00","Did you know that companies led by women outperform those led by men? Here are a few great stocks to invest in if you want to support companies that are led by women: $AMD $ROST $OXY $ROST $GD #StocksToBuy #stockstowatch",0.05741611495614052,0.01657327637076378,0.9260106086730957
"ROST","2021-08-16 11:33:51+00:00","🇺🇸This Week Watchlist - Aug. 16-20: Mon: $RBLX $TME $GOEV $NIU $PSFE Tues: $WMT $HD $SE $CRMT $LZB $DNUT $GRUB $A $MNDY $HUYA Wed: $NVDA $CSCO $TGT $TJX $PLCE $LOW $BBWI $EAT $ADI $VIPS Thurs: $M $KSS $ROST $FTCH $BJ $WOOF $TPR $AMAT Fri: $DE $FL 👑JESUS IS LORD-MATTHEW 6:33👑",0.06985905766487122,0.028462136164307594,0.9016788005828857
"ROST","2021-08-16 11:41:15+00:00","Most big #EARNINGS are now behind us but here are some reporting this week: MON $NAT $RAIL $FBIO $AG TUE $A $LZB $CREE $HD $WMT WED $ADI $EAT $NVDA $TGT $TJX $PGR $LOW $PLCE THU #AMAT $BJ $KSS $MSGS $EL $M $ROST  FRI $DE $FL",0.04198019579052925,0.09106937050819397,0.8669504523277283
"ROST","2021-08-16 13:05:31+00:00","$ROST JP Morgan analyst Matthew Boss maintains Ross Stores with a Overweight and raises the price target from $132 to $137.",0.655897855758667,0.10356096178293228,0.2405412197113037
"ROST","2021-08-17 13:39:48+00:00","Check out what's on Deck for the Trading Menu Today.  💰 $AI 💰 $AMD 💰 $ANF 💰 $HCA 💰 $INTC 💰 $MS 💰 $PFE 💰 $PRIM 💰 $ROST *Not Financial advice  #DayTrading #StockMarket #DayTrader #StarshipsAndRockets",0.025196369737386703,0.06353385001420975,0.9112697243690491
"ROST","2021-08-18 13:30:24+00:00","Bringing The Trading Menu back for all the Day Traders: All these Tickers can see action Today.  💰 $ANF 💰 $AI 💰 $AMD 💰 $BB 💰 $BNTX 💰 $EXPR 💰 $FB 💰 $HCA 💰 $MSFT 💰 $PFE 💰 $PRIM 💰 $ROST *Not Financial advice  #DayTrading #StockMarket #DayTrader #StarshipsAndRockets",0.05477507784962654,0.029469560831785202,0.9157553911209106
"ROST","2021-08-18 17:45:04+00:00","Earnings for Thu, Aug 19 (AFTER THE 🔔) $AMAT Applied Materials, Inc. ⏰ 4:00 PM ET 🎯 - EPS: $1.76 | Rev: $5.94 B $ROST Ross Stores Inc. ⏰ 4:00 PM ET 🎯 - EPS: $0.99 | Rev: $4.45 B $FTCH Farfetch Limited ⏰ 4:05 PM ET 🎯 - EPS: ($0.38) | Rev: $495.11 M",0.03749909624457359,0.04911646246910095,0.9133844971656799
"ROST","2021-08-18 20:17:51+00:00","Biggest Gains in the $SPY : $LOW +9.59% $TJX +5.57% $VIAC +3.69% Biggest Gains in the $QQQ : $TCOM +4.66% $TSLA +3.50% $ROST +2.72%",0.7760971784591675,0.06672634929418564,0.15717639029026031
"ROST","2021-08-19 00:40:44+00:00","$ROST ER tomorrow evening.  Love the treasure-hunting at $ROST/  $TJX",0.0538921132683754,0.020550645887851715,0.9255573153495789
"ROST","2021-08-19 01:00:34+00:00","Largest stocks that report earnings tomorrow Applied Materials $AMAT Estee Lauder $EL Ross $ROST Bilibili $BILI Farfetch $FTCH Tapestry $TPR Kohl's $KSS Gold Fields $GFI $BJ Stevanato $STVN Petco $WOOF Performance Food $PFGC Macy's $M Blend $BLND Madison Square Garden $MSGS",0.0912679061293602,0.022736268118023872,0.8859957456588745
"ROST","2021-08-19 06:45:05+00:00","List of support/resistance break for stocks: 1. $EDU 2. $LOW 3. $TJX 4. $BB 5. $COMM 6. $FISV 7. $ABNB 8. $SE 9. $HD 10. $MXIM 11. $NFLX 12. $ROST 13. $BLL 14. $TRIP 15. $SSNC *This is not a trading advice*",0.02092854492366314,0.11127720028162003,0.8677942752838135
"ROST","2021-08-19 12:54:09+00:00","Top Earnings Th 8/19 Aft: $AMAT $ARCE $ATGE $FTCH $LFVN $QFIN $ROST . Top Earnings Fri 8/20 Pre: $BKE $DE $FL $RLX",0.057668525725603104,0.04265042394399643,0.899681031703949
"ROST","2021-08-19 12:57:28+00:00","Today on #MorningTradeLive: 👤 @PacerETFs' Sean O’Hara talks earnings strength and economic recovery 👤 @CowenResearch's Andrew Charles on the restaurant space 👤 @cboesib has #TheMorningTrade on $ROST 👤 @hartajsingh assesses $MRNA and the vaccine booster shot Stream live ⬇️",0.19094708561897278,0.015737662091851234,0.7933152914047241
"ROST","2021-08-19 13:14:53+00:00","Top 5 Things To Know Today : - U.S. Stock Futures Tumble - Fed Taper Fears Weigh - U.S. Jobless Claims - $M $KSS $ROST $BJ $TPR $AMAT Earnings - $TSLA AI Day $DIA $SPY $QQQ $IWM $VIX #XGlobalMarkets #stocks",0.024248771369457245,0.7167150974273682,0.2590360641479492
"ROST","2021-08-19 13:20:51+00:00","Doing #earnings research? Use #cashtags (or any ticker you find on the web) as navigation to over 35 sites with our #free, #opensource tool! Earnings 8/19: $AMAT - Applied Materials Inc $EL - Estee Lauder $NTES - NetEase Inc $ROST - Ross Stores Earnings 8/20: $DE - Deere &amp; Co",0.046325985342264175,0.017985675483942032,0.9356883764266968
"ROST","2021-08-19 13:58:15+00:00","$ROST earnings 8/19 after hours. How will the stock react?",0.02842971310019493,0.06848634779453278,0.9030839800834656
"ROST","2021-08-19 14:21:07+00:00","#WallStreet 🇺🇸 #earnings scheduled for the remainder of the week:  $AMAT $DE $FL $FTCH $ROST $QFIN $BKE $ATGE $ARCE $LFVN $CANG $BLND $BQ",0.035884320735931396,0.11927767843008041,0.84483802318573
"ROST","2021-08-19 17:25:41+00:00","Earnings AH today: $AMAT $FTCH $ROST $QFIN $CANG $BLND $ARCE",0.09112466126680374,0.03736107423901558,0.8715142607688904
"ROST","2021-08-19 18:36:10+00:00","#Earnings to watch today: $AMAT $FTHC $ROST $QFIN $ARCE $ATGE $LFVN $CANG",0.07668888568878174,0.027282334864139557,0.8960287570953369
"ROST","2021-08-19 20:01:00+00:00","$ROST is reporting earnings!  With the stock up over 30% the last year, keep your eyes on their projections going forward 👀",0.28966277837753296,0.013615616597235203,0.696721613407135
"ROST","2021-08-19 20:03:44+00:00","*ROSS STORES SEES FY COMP SALES +10% TO +11%, SAW +7.00% TO +9% $ROST",0.43007057905197144,0.05216195434331894,0.5177674889564514
"ROST","2021-08-19 20:04:05+00:00","$ROST | Ross Stores Q2 Earnings  - Q2  EPS $1.39 (est $0.95)  - Q2 Revenue $4.8B  - Sees FY Comp Sales +10-11% (prev +7-9%)",0.07726112008094788,0.05686693638563156,0.8658719062805176
"ROST","2021-08-19 20:04:36+00:00","Ross Stores Q2 EPS $1.39 Beats $0.93 Estimate, Sales $4.80B Beat $4.45B Estimate $ROST",0.713721752166748,0.18287596106529236,0.10340224951505661
"ROST","2021-08-19 20:04:44+00:00","$ROST Ross Stores Q2 EPS $1.39 Beats $0.93 Estimate, Sales $4.80B Beat $4.45B Estimate Ross Stores Sees Q3 2021 EPS $0.61-$0.69",0.4490193724632263,0.1396254301071167,0.4113551378250122
"ROST","2021-08-19 20:04:52+00:00","Let's go $ROST",0.04931478947401047,0.026193954050540924,0.9244912266731262
"ROST","2021-08-19 20:05:17+00:00","ROSS STORES Q2 EARNINGS $ROST:  EPS $1.39, EST $0.95 REVENUE $4.8B SEES FY COMP SALES +10-11%, PREV +7-9%",0.07618194818496704,0.03255569189786911,0.891262412071228
"ROST","2021-08-19 20:10:47+00:00","$ROST Ross Stores Q2 EPS $1.39 Beats $0.93 Est., Sales $4.80B Beat $4.45B Est. ; Comps +15% Sees Q3 2021 EPS $0.61-$0.69 vs $.93 Est., Comps to grow 5-7% vs 10% Est.",0.9116986989974976,0.037412721663713455,0.05088857561349869
"ROST","2021-08-19 20:16:29+00:00","$ROST very nice earnings beat and guidance",0.922961950302124,0.019735140725970268,0.05730288475751877
"ROST","2021-08-19 20:31:22+00:00","$ROST guidance…. Wtf???",0.05276256054639816,0.02215486764907837,0.9250825643539429
"ROST","2021-08-19 20:32:45+00:00","$ROST bought in AH at 120.00",0.053980860859155655,0.02963372878730297,0.9163853526115417
"ROST","2021-08-19 20:59:25+00:00","$ROST strong earnings but weak guidance. I was hoping to see a $KSS or $M run. I was wrong, down close to 5%.",0.010994943790137768,0.9705559015274048,0.01844923198223114
"ROST","2021-08-19 21:01:48+00:00","$ROST shares trading down as much as 5.4% after hours as the company reports #Earnings .  3Q21 guidance is for lower operating margin due to increased #Shipping costs &amp; higher #wages at DCs.",0.008095568045973778,0.9745628237724304,0.01734159328043461
"ROST","2021-08-19 23:15:25+00:00","Ross Stores, Inc. $ROST held an earnings call on 8/19/2021. Here are the highlights:",0.019859421998262405,0.06271369755268097,0.9174268245697021
"ROST","2021-08-19 23:55:23+00:00","$ROST neutral flat to slightly bearish",0.6669502854347229,0.28239983320236206,0.05064989626407623
"ROST","2021-08-20 06:45:11+00:00","Stocks with positive WaveTrend[LazyBear] crossover: 1. $M 2. $ABEV 3. $TJX 4. $CLNY 5. $GLW 6. $YY 7. $HUYA 8. $ROST 9. $SNPS 10. $REAL 11. $WIX 12. $SMAR 13. $VRTX 14. $ANGI 15. $RNG *This is not a trading advice*",0.022028746083378792,0.07281263172626495,0.9051585793495178
"ROST","2021-08-20 06:45:13+00:00","11. $ROST    C: 126,58 $   V: 2.626.911 Atr: 3,16 $ BB: ↑    Obv: ↑   Rsi &gt;= 50 WaveTrendCrossOver: ↑ Ichimoku: + Macd: ↑ EmaTrend: ↑ Stop Loss: 121,84 Limit Order: 136,05 *This is not a trading advice*",0.01972218044102192,0.09208241105079651,0.8881954550743103
"ROST","2021-08-20 09:12:51+00:00","$M after yesterday's post-earnings rally closed +19.6%.  Today Morgan Stanley KEEPS SELL even though earnings were a huge beat!  $ROST retail earnings were downside guidance and after close down  -4.72%.  Both are retailers and let's not forget covid concerns. $M is sell today!",0.09883087873458862,0.6297380924224854,0.2714310586452484
"ROST","2021-08-20 09:21:26+00:00","$M upside guidance yesterday morning. Close +19.6%. $ROST  a downside guidance yesteday after market close for Q3. After hour close -4.72% Both are in a retail industry. Yes, $M had very good earnings but still many uncertainties in economy.   $M short. $M $KSS $ROST $TGT",0.33146393299102783,0.19693253934383392,0.47160351276397705
"ROST","2021-08-20 11:02:40+00:00","Ross Stores price target lowered to $142 from $145 at Deutsche Bank $ROST",0.06176082417368889,0.8257661461830139,0.1124730259180069
"ROST","2021-08-20 11:04:46+00:00","$ROST Deutsche Bank analyst Gabriella Carbone maintains Ross Stores with a Buy and lowers the price target from $145 to $142.",0.037974245846271515,0.7601531744003296,0.2018725574016571
"ROST","2021-08-20 11:59:33+00:00","Stocks making the biggest moves premarket:  $ROST $AMAT $SPOT $BKE $FL $DE $JNJ $RIDE $ADBE $WOOF $MOS",0.2405289262533188,0.061663638800382614,0.6978074312210083
"ROST","2021-08-20 11:59:48+00:00","$ROST (121.00, -5.58): -4.4% after guiding Q3 EPS below consensus, overshadowing its better-than-expected quarterly results.",0.051872022449970245,0.9387177228927612,0.009410238824784756
"ROST","2021-08-20 12:03:11+00:00","GM Stratters! I have to take the day off but wanted to check in. I hope you had a great week. I closed $IWM puts yesterday target 208. I bought $MRNA Aug 20 370P at market close so keeping my eye on that. Other gappers on my list $ROST $DE $SNOW #HAGW #theStrat",0.13392001390457153,0.06233954429626465,0.8037405014038086
"ROST","2021-08-20 12:12:57+00:00","Futures down, Europe down, Asia down. Wall of worry: Delta, China regulation, geopolitics, delayed infrastructure bill. $AMAT beat &amp; raise. $DE beat &amp; raise. $ROST beat but guide lower. $FL beat &amp; ""cautiously optimistic."" $TPR beat &amp; raise. $FTCH beat.",0.45256778597831726,0.4426247775554657,0.10480745881795883
"ROST","2021-08-20 12:18:41+00:00","Upside:  $GOVX +74% $MRIN +24% $MRKR +13% $CANG +9.5% $UUU +8.8% $FGEN +5.5% $BKE +4.3% $KOSS +4.3% $NCNA +3.6% $AMRS +3.0% $SRNE +3.0% $SPOT +2.3% $BQ +2.0% $COIN +1.9% $DE +1.4% $REGN +1.0% Downside:  $PROG -50% $BLND -14% $HEXO -13% $OTRK -9.6% $ROST -4.0% $MUDS -2.4%",0.06956073641777039,0.20608846843242645,0.7243508100509644
"ROST","2021-08-20 12:19:50+00:00","Ross Stores price target lowered to $144 from $147 at Cowen $ROST",0.06909681111574173,0.8189876675605774,0.11191551387310028
"ROST","2021-08-20 13:05:32+00:00","Ross Stores View Implies ‘Massive’ Margin Decline: Street Wrap $ROST",0.012922432273626328,0.964739978313446,0.022337598726153374
"ROST","2021-08-20 13:06:44+00:00","Ross Stores (ROST) shares fall 4% after the off-price retailer’s guidance disappointed Wall Street. $ROST",0.008715392090380192,0.9663311839103699,0.024953441694378853
"ROST","2021-08-20 13:15:37+00:00","🎯TRIGGER FRIDAYS🎯 $AMAT $130C &gt; $130.22  $ROST $123C &gt; $122.53  $TSLA $690C &gt; $687.35  $NVDA $201.25C &gt; $200.55  $SE $325C &gt; $323.60  $RBLX $82.5C &gt; $82.45  $UPST $200C &gt; $198.05  $GRNQ Entry over $1.48 or buy dip at $1.08 with stop loss at .92  ❤️ &amp; Retweet Please!",0.059144776314496994,0.04751459136605263,0.8933406472206116
"ROST","2021-08-20 13:15:53+00:00","$ROST Credit Suisse maintains Ross Stores with a Outperform and raises the price target from $142 to $145.",0.7790279388427734,0.07163086533546448,0.14934124052524567
"ROST","2021-08-20 13:18:29+00:00","20 Aug 2021, TrueTrader Watchlist: $FL $AMAT $BKE $RIOT $JKS $PZZA $ROST $DDD $JKS $SPLK $RBLX $WB $SPY $TSLA  Quote of the day: “The pessimist sees difficulty in every opportunity. The optimist sees opportunity in every difficulty.” Winston Churchill",0.06341124325990677,0.09086765348911285,0.8457211256027222
"ROST","2021-08-20 13:32:59+00:00","Unusual call buying: $UNIT 12x average volume, $M 12x, $TPR 8x, $EQT 8x, $ZNGA 7x, $IGT 7x, $ROST 7x, $CPE 6x",0.034300874918699265,0.022674575448036194,0.9430245757102966
"ROST","2021-08-20 13:52:25+00:00","I love it when $ROST sandbags guidance.  Almost like clock-work.  The one retailer ( also TJX) that the AMZN hasn't cracked.  There is a FIERCE loyalty to these off-price retailers.",0.1796109974384308,0.01777688041329384,0.8026121258735657
"ROST","2021-08-20 14:00:04+00:00","Unusually heavy option volume on today's open include $ROST, $DE, $TSCO, $CCI, and $MSFT.",0.03951072692871094,0.12537990510463715,0.8351094126701355
"ROST","2021-08-20 14:20:40+00:00","UNUSUALLY HEAVY OPTION VOLUME TODAY: $ROST $DE $TSCO $CCI $MSFT",0.5612297058105469,0.16238853335380554,0.2763817310333252
